1968/01/04	副總統嚴家淦訪問泰國（1月5日、1月7日，與泰國總理他儂舉行會談；1月10日，發表聯合公報後，返臺。）；經濟部次長汪彝定宣布：外貿方向以農工業培養貿易，以貿易發展農工業。
1968/01/05	外滙貿易審議委員會主任委員會徐柏園稱：去年對外貿易總值近15億美元，出超2,600萬美元。
1968/01/09	蔣中正主持國家安全會議，提出「革新當前社會風氣指導綱領及實施要領」。
1968/01/26	特任駐牙買加大使孫碧奇兼任駐巴貝多國大使。
1968/01/27	公布「九年國民教育實施條例」（4月3日，教育部發布「國民中學教師儲備及職前訓練辦法」；5月6日，行政院指令臺灣省、臺北市暨福建省金門、馬祖地區為實施九年國教區域；5月31日，教育廳長潘振球宣布：九年國教準備工作完成。）。
1968/02/01	外交部次長沈錡率領特使團，訪問中美洲及加勒比海各國（4月17日，返臺）。
1968/02/09	旅日棒球選手王貞治所屬日本讀賣巨人隊訪臺（1965年12月4日，王貞治返臺表演球技。）。
1968/02/16	民航空運公司自香港到臺灣客機在林口墜毀，21人罹難（5月21日，交通部民航局核准其環島客運班機由中華航空公司接替；5月25日，國際民航駕駛會請求蔣中正停止民航運公司法院審判，由民航局再行調查。）。
1968/02/19	與日本在東京簽約，售予日本食米6萬餘公噸。
1968/02/21	特任沈怡為駐巴西大使。
1968/02/25	教育部核中央大學在臺復校（10月16日，復校舉行開學典禮。）。
1968/02/27	駐日大使陳之邁向日本政府嚴重抗議日本欲與外蒙建交企圖。
1968/03/05	美國國際開發總署駐臺代表處結束，中美基金交由政府自行決定運用。
1968/03/07	外匯貿易審議委員會主任委員徐柏園稱：1967年度對外貿易總值共達14億5,900萬美元，比前年增加26%，創歷年最高紀錄；柏楊（郭衣洞）因「大力水手」漫畫風波，被調查局逮捕。
1968/03/08	教育部決定成立國民教育督導委員會。
1968/03/15	教育部國民體育委員會決定全面推展全民體育（9月17日，行政院核定「發展全民體育方案」。）；新任美國第七艦隊司令布蘭格（William F. Bringle）訪臺。
1968/03/30	經濟部長李國鼎在立法院報告第五期四年經建措施為：林業改良、稻米增產，發展電子、精密儀器、造船、石油、化學、大鋼廠等工業，改善交通運輸，建設新社區等。
1968/04/02	財政部宣布自1969年度起停止愛國公債派募。
1968/04/10	美國農業部長傅利曼（英语：Orville Lothrop Freeman）率團訪臺3天（4月12日，指出臺、美基於互惠原則，加強貿易關係。）。
1968/04/14	交通部長孫運璿表示，政府決在高雄港建立貨櫃轉運中心，並在基隆港興建貨櫃碼頭。
1968/04/17	行政院頒行修正「外匯貿易委員會組織規程」（9月19日，行政院為適應國際經濟發展趨勢，決撤銷外匯貿易審議委員會，設立外匯局及國際貿易局。）；總統府資政莫德惠逝世（吉林雙城人，到臺後擔任考試院長長達12年，有功於考試制度建立。）。
