1644/10/09	#宜蘭 荷蘭上尉蒙（Piter Boon）遠征蛤仔難，計有44社全部歸順。
1683/10/08	#宜蘭 施琅攻滅鄭氏王朝「東寧王國」，台灣納入清朝版圖。
1722/06/29	#宜蘭 漳州把總朱文炳的船在路耳門外，為風漂至南路山後，歷經三晝夜，7月1日至蛤仔難（噶瑪蘭舊稱）地船破登岸。
1796/10/16	#宜蘭 吳沙率漳泉粵三籍流民千餘人入蛤仔難開墾，進烏石港，築土圍拓
1807/10/27	#宜蘭 海盜朱濆載農具至蘇澳，欲據蛤仔難溪南北地為巢穴，知府楊廷理召募義勇合居民陳奠邦等，與王得祿提督兵力夾擊，朱濆潰走。
1808/04/07	#宜蘭 賽沖阿上奏〈查明台灣內山蛤仔爛番埔開墾情形〉，表明贊同將蛤仔爛（噶瑪蘭，今宜蘭）納入版圖的見解，這是清吏對噶瑪蘭的最初規劃。
1809/05/07	#宜蘭 自本年始，定文昌壇每年春秋仲月及3月23日誕辰致祭。
1809/06/25	#宜蘭 自本年始，定關帝廟每年以春秋仲月上戊及5月13日（農曆）誕辰守吏致祭。
1810/07/17	#宜蘭 五圍（今宜蘭市）發生火災，燒毀茅屋2千餘戶。
1810/07/25	#宜蘭 濁水溪（今蘭陽溪）於1809年因颱風，河道北移與清水溪（今宜蘭河）會流；今因風災，又回流原來的河道。
1810/07/26	#宜蘭 台灣知府楊廷理奉命駐辦噶瑪蘭收入版圖事宜，完成〈噶瑪蘭事宜十八條〉（即「噶瑪蘭創始章程」），以三貂溪與淡水廳為界，新設噶瑪蘭廳，置通判、縣丞、巡檢各一員，負責徵稅、治安等事宜。
1812/05/03	#宜蘭 定天后宮（今宜蘭市昭應宮）每年春秋仲月及3月23日誕辰致祭。
1812/09/13	#宜蘭 山東人胡桂代理頭圍縣丞。
1812/09/07	#宜蘭 浙江人范邦幹補羅東司巡檢。
1813/05/02	#宜蘭 閩縣人黃廷耀到補噶瑪蘭營守備。
1813/06/21	#宜蘭 浙江人范邦幹以羅東巡檢兼署頭圍縣丞。
1814/02/13	#宜蘭 直隸人溫溶署頭圍縣丞。
1814/03/18	#宜蘭 范邦幹再兼署頭圍縣丞。
1814/08/22	#宜蘭 長汀人賴日臣署噶瑪蘭營守備。
1817/11/21	#宜蘭 沈曰源兼署羅東司巡檢。
1817/06/15	#宜蘭 陝西人張炘選補羅東司巡檢。
1817/06/30	#宜蘭 浙江會稽人范邦幹護理噶瑪蘭通判（清制，官吏出缺時由次級官守護印信並處理事務，稱護理或護；由他官暫時代理或兼攝，稱署理或署）
1819/11/29	#宜蘭 順天人丁嘉植調補頭圍縣丞。
1819/12/13	#宜蘭 張炘再兼署頭圍縣丞。
1819/09/01	#宜蘭 閩縣人翁朝龍補噶瑪蘭營守備。
1822/08/28	#宜蘭 颶風驟起，瓦屋皆飛，宜蘭廳署堂庫被壓倒。
1824/12/30	#宜蘭 丁嘉植回任頭圍縣丞。
1825/06/08	#宜蘭 直隸人張克賢成為添設都司後首任噶瑪蘭營都司。
1826/01/25	#宜蘭 安徽人張元疆署羅東司巡檢。
1826/09/09	#宜蘭 安徽人張元疆署羅東司巡檢，兼任頭圍縣丞。
1827/01/05	#宜蘭 江蘇人史慶芬署噶瑪蘭通判。
1827/05/20	#宜蘭 奉部覆准噶瑪蘭境內道光7年以後開墾田園按同安則例陞科。
1829/06/22	#宜蘭 順天人王霈陞補羅東司巡檢。
1829/06/03	#宜蘭 順天人牛壽增調補頭圍縣丞，並攝羅東司巡檢。
1830/03/19	#宜蘭 滿人薩廉署噶瑪蘭通判，後投效回旗。
1830/03/09	#宜蘭 噶瑪蘭城城門重修。
1832/01/09	#宜蘭 山西進士仝卜年任噶瑪蘭通判。
1832/12/17	#宜蘭 四川人余躍龍任噶瑪蘭營都司。
1833/09/05	#宜蘭 龍溪人黃廷邦署噶瑪蘭營都司。
1834/01/12	#宜蘭 牛壽增兼署羅東司巡檢。
1834/06/25	#宜蘭 張如玉再任噶瑪蘭營都司。
1834/08/23	#宜蘭 牛壽增回任頭圍縣丞、甘肅人謝玉階署羅東司巡檢。
1835/01/23	#宜蘭 葉之筠再署噶瑪蘭通判。
1835/01/05	#宜蘭 山東舉人柯培元署噶瑪蘭通判。
1835/05/09	#宜蘭 湖南舉人魏瀛署噶瑪蘭通判。
1835/08/24	#宜蘭 江西舉人葉之筠署噶瑪蘭通判。
1836/08/22	#宜蘭 江蘇人張伯潘署羅東司巡檢。
1837/04/17	#宜蘭 王霈再補羅東司巡檢。
1837/07/01	#宜蘭 貴州舉人李若琳署噶瑪蘭廳通判。
1838/02/18	#宜蘭 河南進士閻炘署噶瑪蘭通判。
