1930/01/07	臺灣民眾修改綱領，主張：一、廢除政治、經濟、社會的束縛，二、擁護伸張民眾的日常利益，三、反對總督專制。
1930/01/20	嘉義街、新竹街改制為州轄市的嘉義市、新竹市。臺灣新竹、嘉義實施市制。
1930/02/02	「臺灣工友總聯盟」第三次代表大會在臺北召開，號召「擁護中國工農革命」、「反對帝國主義戰爭」，大會被日警強行解散。
1930/03/29	《臺灣民報》改名《臺灣新民報》。
1930/04/07	台灣民眾黨在基隆舉辦促進自治運動。
1930/04/10	嘉南大圳啟用。
1930/04/12	臺灣總督府《臨時產業調查令規則》公布。
1930/04/28	第十一次臺灣議會設置請願運動，請願團造訪眾議院。
1930/05/02	第十一次臺灣議會設置請願運動，請願團造訪貴族院。
1930/05/27	臺灣勞動互助社舉辦「臺灣社會運動清算演講會」。
1930/06/04	開始實施「齲齒豫防日」。
1930/08/13	新臺灣聯盟解散。
1930/08/17	臺灣地方自治聯盟成立。
1930/08/21	臺灣宜蘭東南海中發生七級地震。
1930/10/02	臺灣進行第二次戶口普查。
1930/10/26	臺灣文化三百年紀念會在臺南召開。
1930/10/27	臺灣霧社高山族人民因不堪日人苛虐，1,500人舉行抗日大暴動。臺中州能高郡爆發霧社事件，能高郡視學菊川孝行自霧社逃到埔里街，向能高郡役所報告情況。在高山族領袖摩那·羅達粵領導下，經過周密準備，並推本族日名花崗一郎、花崗二郎兄弟參加領導，乘是日霧社公立學校運動會開幕時包圍會場，襲擊日人，同時襲擊警所、學校、郵局及官員宿舍等處，擊斃日人134人，擊傷215人，占領霧社全區。原本埔里蜈蚣崙、九芎林正為隔日的媽祖繞境活動進行準備，得知霧社事件的消息後取消作戲，全部壯丁武裝戒備，將老幼集中到安奉媽祖神像的地方。臺中州應援隊於23點左右抵達埔里街。
1930/10/29	臺灣高山族起義人民占領霧社全區後，遭臺中日本守備隊之進擊，退入山區，化整為零，據險抵抗；被圍山中婦女兒童皆行自殺，以送父兄丈夫出戰，絕其後顧之憂；男子組織決死隊與日搏鬥，戰敗亦均自殺，絕不忍受俘，英勇堅持抵抗50餘日；臺灣總督石㙇與臺中日部隊均感無法入山，竟築長堤將山區包圍，出動飛機施放毒氣；高山族人民生存者仍奮勇作戰，彈盡糧絕即集體自殺；事後於岩窟中發現，戰士及婦孺往往連成一串，每串10餘人；日後捕獲起義領袖摩那·羅達粵之妹馬洪·摩那，逼其不斷攜帶雞肉酒飯前往誘降援盡食絕之兄；摩那·羅達粵及其子泰拉粵·摩那，偕同起義人員40餘人於彈盡糧絕後，於卡薩溪上流之一岩穴中集體自戕以殉。
1930/10/31	明治製糖總爺工場（麻豆糖廠）的總爺社舉行鎮座式。
1930/12/08	午後2時20分，臺南地震，死4人，傷60餘人，房屋全毁者57所，半毁及受損者數百所，12月22日發生較強餘震，「道路龜裂，屋舍倒塌亦頗多」。
